,playerId,recYards,combineId,combineYear,combinePosition,combineHeight,combineWeight,combineHand,nameFirst,nameLast,nameFull,position,collegeId,nflId,college,heightInches,weight,dob,ageAtDraft,playerProfileUrl,homeCity,homeState,homeCountry,highSchool,hsCity,hsState,hsCountry,combineArm,combine40yd,combineVert,combineBench,combineShuttle,combineBroad,combine3cone,combine60ydShuttle,combineWonderlic,draft
458,20060147,76,15980,2006,WR,69.0,173,,Jeremy,Bloom,Jeremy Bloom,WR,80309.0,2506938,Colorado,69.0,180.0,1982-04-02,24.09041095890411,http://www.nfl.com/player/JeremyBloom/2506938/profile,Fort Collins,CO,USA,,,,,,4.52,,,,,,,,2006
465,20060171,100,16044,2006,WR,72.63,208,,Mike,Hass,Mike Hass,WR,97331.0,2495850,Oregon State,73.0,210.0,1983-01-02,23.336986301369866,http://www.nfl.com/player/MikeHass/2495850/profile,Portland,OR,USA,,,,,,4.64,32.0,,4.14,116.0,6.97,,,2006
466,20060172,7,16143,2006,WR,74.13,198,,Jonathan,Orr,Jonathan Orr,WR,53706.0,2506949,Wisconsin,73.0,193.0,1983-03-20,23.126027397260277,http://www.nfl.com/player/JonathanOrr/2506949/profile,Detroit,MI,USA,,,,,,4.47,35.5,,4.16,119.0,7.31,,,2006
467,20060175,8606,16206,2006,WR,73.25,240,,Delanie,Walker,Delanie Walker,TE,64093.0,2495966,Central Missouri State,74.0,248.0,1984-08-12,21.726027397260275,http://www.nfl.com/player/DelanieWalker/2495966/profile,Pomona,CA,USA,Pomona HS,,CA,USA,,4.55,36.5,,,118.0,,,,2006
469,20060184,185,16070,2006,WR,69.13,181,,Adam,Jennings,Adam Jennings,WR,93740.0,2495866,Frenso State (CA),69.0,180.0,1982-11-17,23.46301369863014,http://www.nfl.com/player/AdamJennings/2495866/profile,Sacramento,CA,USA,,,,,,4.46,37.5,,4.12,118.0,6.88,,,2006
470,20060190,436,16215,2006,WR,74.13,211,,Jeff,Webb,Jeff Webb,WR,92115.0,2495971,San Diego State,74.0,211.0,1982-01-31,24.257534246575343,http://www.nfl.com/player/JeffWebb/2495971/profile,Pontiac,MI,USA,,,,,,4.43,37.0,,4.08,126.0,6.81,,,2006
473,20060218,101,16212,2006,WR,74.38,202,,Todd,Watkins,Todd Watkins,WR,84602.0,2495969,BYU,74.0,187.0,1983-06-22,22.86849315068493,http://www.nfl.com/player/ToddWatkins/2495969/profile,San Diego,CA,USA,Helix HS,,CA,USA,,4.43,36.0,15.0,4.24,118.0,7.13,,,2006
476,20060233,1015,15969,2006,WR,74.5,201,,Devin,Aromashodu,Devin Aromashodu,WR,36849.0,2495800,Auburn,74.0,201.0,1984-05-23,21.947945205479453,http://www.nfl.com/player/DevinAromashodu/2495800/profile,Miami,FL,USA,Miami Springs HS,,FL,USA,,4.4,39.0,,4.16,120.0,7.04,,,2006
479,20060249,2596,16139,2006,WR,73.0,205,,Ben,Obomanu,Ben Obomanu,WR,36849.0,2495922,Auburn,73.0,204.0,1983-10-30,22.51232876712329,http://www.nfl.com/player/BenObomanu/2495922/profile,Selma,AL,USA,Selma HS,,AL,USA,,4.45,38.0,,4.21,116.0,7.18,,,2006
480,20060251,993,15964,2006,WR,70.5,192,,David,Anderson,David Anderson,WR,80523.0,2495796,Colorado State,70.0,193.0,1983-07-28,22.76986301369863,http://www.nfl.com/player/DavidAnderson/2495796/profile,Westlake Village,CA,USA,,,,,,4.6,34.0,,4.2,116.0,6.88,,,2006
481,20060252,8929,15999,2006,WR,76.63,224,,Marques,Colston,Marques Colston,WR,11549.0,2495821,Hofstra (NY),76.0,225.0,1983-06-05,22.915068493150685,http://www.nfl.com/player/MarquesColston/2495821/profile,Harrisburg,PA,USA,Susquehanna Twp. HS,Harrisburg,PA,USA,,4.54,37.0,16.0,4.43,123.0,6.94,,,2006
482,20070002,8407,16353,2007,WR,77.0,239,,Calvin,Johnson,Calvin Johnson,WR,30332.0,2495647,Georgia Tech,77.0,236.0,1985-09-29,21.59178082191781,http://www.nfl.com/player/CalvinJohnson/2495647/profile,Newnan,GA,USA,Sandy Creek HS,Tyrone,GA,USA,,4.38,,,,,,,,2007
485,20070023,7435,16266,2007,WR,74.25,221,,Dwayne,Bowe,Dwayne Bowe,WR,70803.0,2495558,Louisiana State,74.0,222.0,1984-09-21,22.613698630136987,http://www.nfl.com/player/DwayneBowe/2495558/profile,Miami,FL,USA,Miami Norland HS,,FL,USA,,4.58,33.0,,4.35,125.0,6.81,,,2007
486,20070027,2830,16380,2007,WR,74.0,214,,Robert,Meachem,Robert Meachem,WR,37998.0,2495676,Tennessee,74.0,215.0,1984-09-28,22.594520547945205,http://www.nfl.com/player/RobertMeachem/2495676/profile,Tulsa,OK,USA,Booker T. Washington HS,Tulsa,OK,USA,,4.4,37.5,,4.31,121.0,6.97,,,2007
489,20070032,1094,16319,2007,WR,72.0,193,,Anthony,Gonzalez,Anthony Gonzalez,WR,43210.0,2495612,Ohio State,72.0,193.0,1984-09-18,22.621917808219177,http://www.nfl.com/player/AnthonyGonzalez/2495612/profile,Cleveland,OH,USA,,,,,,4.46,38.0,,4.08,123.0,6.54,,,2007
493,20070044,1289,16425,2007,WR,75.5,200,,Sidney,Rice,Sidney Rice,WR,29208.0,2495718,South Carolina,76.0,202.0,1986-09-01,20.66849315068493,http://www.nfl.com/player/SidneyRice/2495718/profile,Gaffney,SC,USA,Gaffney HS,,SC,USA,,4.53,39.5,,4.34,119.0,7.09,,,2007
495,20070051,2315,16452,2007,WR,71.75,197,,Steve,Smith,Steve Smith,WR,90089.0,2507175,USC,71.0,195.0,1985-05-06,21.991780821917807,http://www.nfl.com/player/SteveSmith/2507175/profile,Anchorage,AK,USA,Taft HS,Los Angeles,CA,USA,,4.45,38.0,,4.19,120.0,6.68,,,2007
499,20070073,2979,16358,2007,WR,74.63,210,,Jacoby,Jones,Jacoby Jones,WR,38301.0,2495651,Lane (TN),74.0,215.0,1984-07-11,22.81095890410959,http://www.nfl.com/player/JacobyJones/2495651/profile,New Orleans,LA,USA,Marion Abramson HS,New Orleans,LA,USA,,4.55,34.0,,4.31,129.0,7.03,,,2007
500,20070074,291,16308,2007,WR,71.25,174,,Yamon,Figurs,Yamon Figurs,WR,66506.0,2495602,Kansas State,71.0,175.0,1983-01-10,24.312328767123287,http://www.nfl.com/player/YamonFigurs/2495602/profile,Fort Pierce,FL,USA,,,,,,4.34,,,4.21,123.0,6.85,,,2007
501,20070075,1674,16428,2007,WR,74.0,199,,Laurent,Robinson,Laurent Robinson,WR,61790.0,2495721,Illinois State,74.0,205.0,1985-05-20,21.95342465753425,http://www.nfl.com/player/LaurentRobinson/2495721/profile,Fort Lewis,WA,USA,Rockledge HS,,FL,USA,,4.44,39.0,19.0,4.28,127.0,6.83,,,2007
502,20070076,855,16339,2007,WR,72.5,204,,Jason,Hill,Jason Hill,WR,99164.0,2495631,Washington State,72.0,202.0,1985-02-20,22.197260273972603,http://www.nfl.com/player/JasonHill/2495631/profile,San Francisco,CA,USA,,,,,,4.35,37.0,,4.22,123.0,7.02,,,2007
503,20070078,5850,16359,2007,WR,72.75,207,,James,Jones,James Jones,WR,95192.0,2507183,San Jose State,73.0,208.0,1984-03-31,23.09041095890411,http://www.nfl.com/player/JamesJones/2507183/profile,San Jose,CA,USA,Gunderson HS,San Jose,CA,USA,,4.58,34.0,22.0,4.2,119.0,7.06,,,2007
504,20070079,1959,16485,2007,WR,73.8,209,,Mike,Sims-Walker,Mike Sims-Walker,WR,32816.0,2507184,Central Florida,74.0,212.0,1984-11-21,22.446575342465756,http://www.nfl.com/player/MikeSims-Walker/2507184/profile,Orlando,FL,USA,,,,,,4.4,36.5,18.0,4.39,121.0,6.92,,,2007
505,20070080,159,16493,2007,WR,73.25,205,,Paul,Williams,Paul Williams,WR,93740.0,2507185,Frenso State (CA),73.0,196.0,1983-12-02,23.41917808219178,http://www.nfl.com/player/PaulWilliams/2507185/profile,Hanford,CA,USA,,,,,,4.49,38.5,,4.24,125.0,7.03,,,2007
507,20070099,655,16338,2007,WR,71.38,186,,Johnnie Lee,Higgins,Johnnie Lee Higgins,WR,79968.0,2495630,Texas-El Paso,71.0,185.0,1983-09-08,23.65205479452055,http://www.nfl.com/player/JohnnieLeeHiggins/2495630/profile,Sweeny,TX,USA,,,,,,4.49,36.5,,4.32,122.0,6.62,,,2007
510,20070118,84,16429,2007,WR,69.13,179,,Ryne,Robinson,Ryne Robinson,WR,45056.0,2495722,Miami (OH),69.0,179.0,1984-11-04,22.493150684931507,http://www.nfl.com/player/RyneRobinson/2495722/profile,Toledo,OH,USA,,,,,,4.5,35.0,,4.21,123.0,6.71,,,2007
511,20070128,89,16298,2007,WR,70.25,181,,Chris,Davis,Chris Davis,WR,32306.0,2507205,Florida State,70.0,181.0,1984-01-23,23.27671232876712,http://www.nfl.com/player/ChrisDavis/2507205/profile,St. Petersburg,FL,USA,,,,,,4.51,35.5,15.0,4.14,115.0,6.66,,,2007
515,20070142,2484,16271,2007,WR,72.38,193,,Steve,Breaston,Steve Breaston,WR,48109.0,2495562,Michigan,72.0,189.0,1983-08-20,23.704109589041096,http://www.nfl.com/player/SteveBreaston/2495562/profile,Braddock,PA,USA,Woodland Hills HS,Pittsburgh,PA,USA,,4.48,33.0,,4.29,124.0,6.9,,,2007
516,20070146,251,16244,2007,WR,72.25,198,,Aundrae,Allison,Aundrae Allison,WR,27858.0,2495532,East Carolina (NC),72.0,198.0,1984-06-25,22.854794520547944,http://www.nfl.com/player/AundraeAllison/2495532/profile,Kannapolis,NC,USA,,,,,,4.42,37.0,,,127.0,,,,2007
520,20070157,470,16283,2007,WR,72.25,188,,David,Clowney,David Clowney,WR,24061.0,2495576,Virginia Tech,72.0,188.0,1985-07-07,21.82191780821918,http://www.nfl.com/player/DavidClowney/2495576/profile,Queens,NY,USA,,,,,,4.39,32.5,,4.15,123.0,7.0,,,2007
521,20070172,1536,16393,2007,WR,74.25,225,,Legedu,Naanee,Legedu Naanee,WR,83725.0,2495689,Boise State,74.0,215.0,1983-09-16,23.63013698630137,http://www.nfl.com/player/LegeduNaanee/2495689/profile,Portland,OR,USA,,,,,,4.44,40.0,19.0,,119.0,,,,2007
523,20070188,5,16309,2007,WR,74.13,211,,Joel,Filani,Joel Filani,WR,79415.0,2495603,Texas Tech,74.0,206.0,1983-12-08,23.4027397260274,http://www.nfl.com/player/JoelFilani/2495603/profile,Tempe,AZ,USA,,,,,,4.55,32.5,17.0,,117.0,,,,2007
525,20070197,66,16468,2007,WR,73.75,204,,Courtney,Taylor,Courtney Taylor,WR,36849.0,2495755,Auburn,73.0,205.0,1984-04-07,23.07123287671233,http://www.nfl.com/player/CourtneyTaylor/2495755/profile,Carrollton,AL,USA,,,,,,4.52,36.0,,4.28,122.0,7.22,,,2007
528,20070227,5,16251,2007,WR,75.13,208,,Dallas,Baker,Dallas Baker,WR,32611.0,2495539,Florida,75.0,206.0,1982-11-10,24.47945205479452,http://www.nfl.com/player/DallasBaker/2495539/profile,New Smyrna Beach,FL,USA,,,,,,4.59,36.0,,4.19,129.0,6.69,,,2007
531,20070233,4,16491,2007,WR,70.75,184,,Chandler,Williams,Chandler Williams,WR,33199.0,2507252,Florida International,71.0,176.0,1985-08-09,21.731506849315068,http://www.nfl.com/player/ChandlerWilliams/2507252/profile,Miami,FL,USA,,,,,,4.46,32.5,,4.29,123.0,6.99,,,2007
532,20070234,106,16460,2007,WR,68.63,194,,Syndric,Steptoe,Syndric Steptoe,WR,85721.0,2495751,Arizona,69.0,200.0,1984-12-06,22.405479452054795,http://www.nfl.com/player/SyndricSteptoe/2495751/profile,Navasota,TX,USA,,,,,,4.61,33.0,17.0,,,,,,2007
533,20070235,1306,16463,2007,WR,70.63,197,,Chansi,Stuckey,Chansi Stuckey,WR,29631.0,2495753,Clemson,72.0,196.0,1983-10-04,23.58082191780822,http://www.nfl.com/player/ChansiStuckey/2495753/profile,Warner Robins,GA,USA,,,,,,4.58,35.0,,4.14,120.0,6.91,,,2007
547,20080033,891,16514,2008,WR,71.0,192,,Donnie,Avery,Donnie Avery,WR,77006.0,184,Houston,71.0,200.0,1984-06-12,23.887671232876716,http://www.nfl.com/player/DonnieAvery/184/profile,Houston,TX,USA,Alief Hastings HS,,TX,USA,,4.46,,16.0,,,,,,2008
548,20080034,336,16748,2008,WR,73.88,216,,Devin,Thomas,Devin Thomas,WR,48824.0,1036,Michigan State,74.0,221.0,1986-11-15,21.46027397260274,http://www.nfl.com/player/DevinThomas/1036/profile,Ann Arbor,MI,USA,Plymouth-Canton Educational Park,,MI,USA,,4.43,28.0,,4.26,126.0,7.15,,23.0,2008
549,20080036,9484,16686,2008,WR,74.63,217,,Jordy,Nelson,Jordy Nelson,WR,66506.0,1032,Kansas State,75.0,217.0,1985-05-31,22.92054794520548,http://www.nfl.com/player/JordyNelson/1032/profile,Manhattan,KS,USA,Riley County HS,Riley,KS,USA,,4.55,31.0,,4.35,123.0,7.03,,,2008
551,20080041,381,16608,2008,WR,77.38,217,,James,Hardy,James Hardy,WR,47405.0,1024,Indiana,77.0,220.0,1985-12-24,22.353424657534248,http://www.nfl.com/player/JamesHardy/1024/profile,Fort Wayne,IN,USA,,,,,,4.53,31.5,18.0,4.2,125.0,6.84,,14.0,2008
552,20080042,4557,16715,2008,WR,69.63,184,,Eddie,Royal,Eddie Royal,WR,24061.0,1990,Virginia Tech,70.0,190.0,1986-05-21,21.947945205479453,http://www.nfl.com/player/EddieRoyal/1990/profile,Alexandria,VA,USA,Westfield HS,Chantilly,VA,USA,,4.46,36.0,24.0,4.34,124.0,7.07,,,2008
554,20080046,1353,16727,2008,WR,73.75,199,,Jerome,Simpson,Jerome Simpson,WR,29528.0,318,Coastal Carolina (SC),74.0,190.0,1986-02-04,22.23835616438356,http://www.nfl.com/player/JeromeSimpson/318/profile,Reidsville,NC,USA,Reidsville HS,,NC,USA,,4.44,37.5,,4.52,136.0,7.08,,,2008
555,20080049,10557,16633,2008,WR,69.75,169,,DeSean,Jackson,DeSean Jackson,WR,94720.0,1581,California,70.0,175.0,1986-12-01,21.416438356164385,http://www.nfl.com/player/DeSeanJackson/1581/profile,Long Beach,CA,USA,Long Beach Polytechnic HS,,CA,USA,,4.4,,,,120.0,,,,2008
557,20080058,126,16634,2008,WR,69.5,182,,Dexter,Jackson,Dexter Jackson,WR,28608.0,2507474,Appalachian State (NC),69.0,182.0,1986-08-05,21.73972602739726,http://www.nfl.com/player/DexterJackson/2507474/profile,Decatur,GA,USA,Dunwoody HS,,GA,USA,,4.37,29.5,,4.38,122.0,6.81,,,2008
561,20080070,1857,16521,2008,WR,71.5,209,,Earl,Bennett,Earl Bennett,WR,37240.0,733,Vanderbilt,72.0,206.0,1987-03-23,21.10958904109589,http://www.nfl.com/player/EarlBennett/733/profile,Birmingham,AL,USA,West End HS,Birmingham,AL,USA,,4.52,26.0,15.0,4.22,110.0,7.15,,,2008
563,20080084,3036,16571,2008,WR,71.25,176,,Harry,Douglas,Harry Douglas,WR,40292.0,222,Louisville,72.0,183.0,1984-09-16,23.624657534246577,http://www.nfl.com/player/HarryDouglas/222/profile,Tampa,FL,USA,Jonesboro HS,,GA,USA,,4.57,31.0,,4.12,120.0,6.57,,,2008
567,20080095,3075,16664,2008,WR,71.75,181,,Mario,Manningham,Mario Manningham,WR,48109.0,1030,Michigan,72.0,185.0,1986-05-25,21.936986301369863,http://www.nfl.com/player/MarioManningham/1030/profile,Warren,OH,USA,Warren G. Harding HS,Warren,OH,USA,,4.62,32.0,16.0,4.27,117.0,7.34,,,2008
568,20080097,1428,16545,2008,WR,72.25,204,,Andre,Caldwell,Andre Caldwell,WR,32611.0,206,Florida,73.0,200.0,1985-04-15,23.046575342465754,http://www.nfl.com/player/AndreCaldwell/206/profile,Tampa,FL,USA,Thomas Jefferson HS,Tampa,FL,USA,,4.39,33.0,,4.11,124.0,6.75,,,2008
569,20080106,105,16733,2008,WR,73.38,221,,Marcus,Smith,Marcus Smith,WR,87131.0,2507479,New Mexico,73.0,220.0,1985-01-11,23.304109589041097,http://www.nfl.com/player/MarcusSmith/2507479/profile,San Diego,CA,USA,Morse HS,San Diego,CA,USA,,4.59,26.5,20.0,4.42,111.0,7.1,,,2008
572,20080126,300,16614,2008,WR,71.0,187,,Lavelle,Hawkins,Lavelle Hawkins,WR,94720.0,248,California,71.0,194.0,1986-07-12,21.805479452054797,http://www.nfl.com/player/LavelleHawkins/248/profile,Stockton,CA,USA,Edison HS,Stockton,CA,USA,,4.58,,14.0,,117.0,,,,2008
574,20080128,171,16544,2008,WR,72.5,201,,Keenan,Burton,Keenan Burton,WR,40506.0,202,Kentucky,72.0,206.0,1984-10-29,23.506849315068493,http://www.nfl.com/player/KeenanBurton/202/profile,Louisville,KY,USA,,,,,,4.48,38.5,10.0,4.2,125.0,6.77,,,2008
576,20080136,264,16681,2008,WR,70.75,195,,Kenneth,Moore,Kenneth Moore,WR,27106.0,2507482,Wake Forest,71.0,195.0,1985-02-19,23.197260273972603,http://www.nfl.com/player/KennethMoore/2507482/profile,Charlotte,NC,USA,,,,,,4.51,28.0,,4.3,120.0,7.09,,,2008
583,20080171,0,16621,2008,WR,75.63,207,,Marcus,Henry,Marcus Henry,WR,66045.0,1026,Kansas,76.0,212.0,1986-02-21,22.19178082191781,http://www.nfl.com/player/MarcusHenry/1026/profile,Hinesville,GA,USA,,,,,,4.59,31.5,,4.3,126.0,7.08,,,2008
587,20080191,24,16629,2008,WR,74.75,221,,Paul,Hubbard,Paul Hubbard,WR,53706.0,1984,Wisconsin,74.0,218.0,1985-06-12,22.887671232876716,http://www.nfl.com/player/PaulHubbard/1984/profile,Colorado Springs,CO,USA,,,,,,4.59,29.5,15.0,,126.0,,,,2008
588,20080193,114,16639,2008,WR,71.13,177,,Jaymar,Johnson,Jaymar Johnson,WR,39217.0,2653,Jackson State (MS),72.0,183.0,1984-07-10,23.81095890410959,http://www.nfl.com/player/JaymarJohnson/2653/profile,Gary,IN,USA,,,,,,4.53,32.0,14.0,4.18,118.0,6.75,,,2008
591,20080205,6947,16587,2008,WR,71.88,210,,Pierre,Garcon,Pierre Garcon,WR,44601.0,2346,Mount Union (OH),72.0,211.0,1986-08-08,21.731506849315068,http://www.nfl.com/player/PierreGarcon/2346/profile,West Palm Beach,FL,USA,John J. Leonard HS,Lake Worth,FL,USA,,4.44,36.5,20.0,4.19,125.0,6.9,,,2008
592,20080215,213,16609,2008,WR,75.5,213,,Justin,Harper,Justin Harper,WR,24061.0,760,Virginia Tech,75.0,226.0,1985-02-24,23.183561643835617,http://www.nfl.com/player/JustinHarper/760/profile,Catawba,NC,USA,Bandy's HS,Catawba,NC,USA,,4.62,28.5,,4.43,120.0,7.03,,,2008
593,20080224,4746,16641,2008,WR,73.88,210,,Steve,Johnson,Steve Johnson,WR,40506.0,768,Kentucky,74.0,207.0,1986-07-22,21.778082191780825,http://www.nfl.com/player/SteveJohnson/768/profile,San Francisco,CA,USA,Angelo Rodriguez HS,Fairfield,CA,USA,,4.59,32.5,16.0,4.26,121.0,7.07,,,2008
595,20090007,1973,16885,2009,WR,73.63,210,,Darrius,Heyward-Bey,Darrius Heyward-Bey,WR,20740.0,80427,Maryland,74.0,210.0,1987-02-26,22.175342465753424,http://www.nfl.com/player/DarriusHeyward-Bey/80427/profile,Silver Spring,MD,USA,Mcdonogh School,Owings Mills,MD,USA,,4.25,38.5,16.0,4.18,126.0,6.8,,,2009
597,20090019,9133,16932,2009,WR,72.13,198,,Jeremy,Maclin,Jeremy Maclin,WR,65211.0,80429,Missouri,72.0,198.0,1988-05-11,20.96986301369863,http://www.nfl.com/player/JeremyMaclin/80429/profile,Chesterfield,MO,USA,Kirkwood HS,,MO,USA,,4.45,,,,,,,25.0,2009
599,20090022,4641,16883,2009,WR,71.13,192,,Percy,Harvin,Percy Harvin,WR,32611.0,80425,Florida,71.0,184.0,1988-05-28,20.92328767123288,http://www.nfl.com/player/PercyHarvin/80425/profile,Chesapeake,VA,USA,Landstown HS,Virginia Beach,VA,USA,,4.39,,19.0,,,,,12.0,2009
601,20090029,5520,16968,2009,WR,72.75,212,,Hakeem,Nicks,Hakeem Nicks,WR,27599.0,80672,North Carolina,73.0,208.0,1988-01-14,21.293150684931508,http://www.nfl.com/player/HakeemNicks/80672/profile,Charlotte,NC,USA,Independence HS,Charlotte,NC,USA,,4.51,36.0,,,,,,11.0,2009
602,20090030,6311,16798,2009,WR,74.88,218,,Kenny,Britt,Kenny Britt,WR,7102.0,71217,Rutgers,75.0,223.0,1988-09-19,20.610958904109587,http://www.nfl.com/player/KennyBritt/71217/profile,Bayonne,NJ,USA,Bayonne HS,,NJ,USA,,4.49,37.0,23.0,4.47,124.0,,,,2009
604,20090036,1410,17000,2009,WR,74.88,209,,Brian,Robiskie,Brian Robiskie,WR,43210.0,80682,Ohio State,76.0,212.0,1987-12-03,21.40821917808219,http://www.nfl.com/player/BrianRobiskie/80682/profile,Los Angeles,CA,USA,Chagrin Falls HS,,OH,USA,,4.46,37.5,,4.19,,6.72,,,2009
606,20090050,1665,16939,2009,WR,73.5,210,,Mohamed,Massaquoi,Mohamed Massaquoi,WR,30602.0,80664,Georgia,74.0,207.0,1986-11-24,22.432876712328767,http://www.nfl.com/player/MohamedMassaquoi/80664/profile,Charlotte,NC,USA,Independence HS,Charlotte,NC,USA,,4.6,36.5,,,127.0,,,,2009
609,20090082,222,17046,2009,WR,71.5,194,,Derrick,Williams,Derrick Williams,WR,16802.0,71517,Penn State,71.0,197.0,1986-07-06,22.81917808219178,http://www.nfl.com/player/DerrickWilliams/71517/profile,Washington,DC,USA,Eleanor Roosevelt HS,Greenbelt,MD,USA,,4.65,33.0,15.0,,,,,,2009
610,20090084,10546,17039,2009,WR,72.38,199,,Mike,Wallace,Mike Wallace,WR,38677.0,2507763,Mississippi,72.0,200.0,1986-08-01,22.747945205479454,http://www.nfl.com/player/MikeWallace/2507763/profile,New Orleans,LA,USA,O. Perry Walker HS,New Orleans,LA,USA,,4.28,40.0,14.0,4.27,129.0,6.9,,,2009
611,20090085,303,16779,2009,WR,78.0,229,,Ramses,Barden,Ramses Barden,WR,93407.0,71195,Cal Poly-San Luis Obispo,78.0,224.0,1986-01-01,23.328767123287676,http://www.nfl.com/player/RamsesBarden/71195/profile,Altadena,CA,USA,Flintridge Preparatory School,Flintridge,CA,USA,,4.55,33.5,17.0,4.26,118.0,,,,2009
613,20090091,1755,16810,2009,WR,70.38,182,,Deon,Butler,Deon Butler,WR,16802.0,71233,Penn State,70.0,182.0,1986-01-04,23.32054794520548,http://www.nfl.com/player/DeonButler/71233/profile,Fairfax,VA,USA,C.D. Hylton HS,Woodbridge,VA,USA,,4.31,34.5,12.0,4.48,118.0,7.01,,,2009
614,20090099,255,16894,2009,WR,72.88,210,,Juaquin,Iglesias,Juaquin Iglesias,WR,73019.0,80650,Oklahoma,72.0,205.0,1987-08-22,21.69041095890411,http://www.nfl.com/player/JuaquinIglesias/80650/profile,Killeen,TX,USA,Killeen HS,,TX,USA,,4.44,34.5,,4.4,116.0,,,,2009
616,20090107,2901,17025,2009,WR,67.88,195,,Mike,Thomas,Mike Thomas,WR,85721.0,81308,Arizona,68.0,198.0,1987-06-04,21.90684931506849,http://www.nfl.com/player/MikeThomas/81308/profile,Bossier City,LA,USA,De Soto HS,,TX,USA,,4.3,40.5,,4.28,126.0,6.65,,,2009
617,20090108,3696,16882,2009,WR,73.63,195,,Brian,Hartline,Brian Hartline,WR,43210.0,81831,Ohio State,74.0,200.0,1986-11-22,22.438356164383563,http://www.nfl.com/player/BrianHartline/81831/profile,Canton,OH,USA,Glenoak HS,Canton,OH,USA,,4.52,34.5,,4.12,120.0,6.65,,,2009
620,20090124,4712,16965,2009,WR,74.38,203,,Louis,Murphy,Louis Murphy,WR,32611.0,80670,Florida,74.0,200.0,1987-05-11,21.972602739726028,http://www.nfl.com/player/LouisMurphy/80670/profile,St. Petersburg,FL,USA,Lakewood HS,St. Petersburg,FL,USA,,4.32,,12.0,,,,,,2009
621,20090127,2031,16824,2009,WR,72.88,200,,Austin,Collie,Austin Collie,WR,84602.0,81282,BYU,72.0,204.0,1985-11-11,23.46849315068493,http://www.nfl.com/player/AustinCollie/81282/profile,Hamilton,,Canada,Oak Ridge HS,El Dorado Hills,CA,USA,,4.56,34.0,17.0,4.24,120.0,6.78,,,2009
625,20090140,3597,16919,2009,WR,71.5,185,,Johnny,Knox,Johnny Knox,WR,79699.0,79595,Abilene Christian (TX),72.0,185.0,1986-11-03,22.49041095890411,http://www.nfl.com/player/JohnnyKnox/79595/profile,Houston,TX,USA,,,,,,4.29,35.0,,4.15,122.0,6.81,,,2009
626,20090144,273,16840,2009,WR,70.25,191,,Jarett,Dillard,Jarett Dillard,WR,77005.0,71281,Rice,71.0,190.0,1985-12-21,23.35890410958904,http://www.nfl.com/player/JarettDillard/71281/profile,San Antonio,TX,USA,Sam Houston HS,,TX,USA,,4.52,42.5,13.0,4.41,129.0,7.1,,,2009
630,20090160,0,16858,2009,WR,73.0,201,,Brooks,Foster,Brooks Foster,WR,27599.0,81819,North Carolina,73.0,205.0,1986-04-09,23.06027397260274,http://www.nfl.com/player/BrooksFoster/81819/profile,Inman,SC,USA,,,,,,4.45,,27.0,,,,,,2009
632,20090175,12,16923,2009,WR,71.63,184,,Quinten,Lawrence,Quinten Lawrence,WR,70607.0,79597,McNeese State (LA),72.0,188.0,1984-09-21,24.60821917808219,http://www.nfl.com/player/QuintenLawrence/79597/profile,Lafayette,LA,USA,,,,,,4.4,,20.0,,,,,,2009
636,20090206,171,16842,2009,WR,74.13,204,,Dominique,Edison,Dominique Edison,WR,75962.0,79553,Stephen F. Austin (TX),74.0,204.0,1986-07-16,22.791780821917808,http://www.nfl.com/player/DominiqueEdison/79553/profile,San Augustine,TX,USA,,,,,,4.43,37.0,,4.18,120.0,,,,2009
642,20090233,927,17019,2009,WR,69.38,189,,Sammie,Stroughter,Sammie Stroughter,WR,97331.0,81873,Oregon State,70.0,189.0,1986-01-03,23.32328767123288,http://www.nfl.com/player/SammieStroughter/81873/profile,Vallejo,CA,USA,Granite Bay HS,,CA,USA,,4.54,30.0,13.0,4.28,110.0,7.03,,,2009
644,20090243,213,16955,2009,WR,75.63,218,,Marko,Mitchell,Marko Mitchell,WR,89557.0,79615,Nevada,76.0,218.0,1985-03-11,24.13972602739726,http://www.nfl.com/player/MarkoMitchell/79615/profile,Port Huron,MI,USA,,,,,,4.43,32.0,9.0,4.33,116.0,7.04,,,2009
647,20090253,582,17029,2009,WR,73.13,184,,Tiquan,Underwood,Tiquan Underwood,WR,7102.0,71491,Rutgers,73.0,183.0,1987-02-17,22.2,http://www.nfl.com/player/TiquanUnderwood/71491/profile,New Brunswick,NJ,USA,Notre Dame HS,Lawrenceville,NJ,USA,,4.31,41.5,7.0,4.11,129.0,6.62,,,2009
654,20100036,1632,17218,2010,WR,68.75,172,,Dexter,McCluster,Dexter McCluster,WR,38677.0,497190,Mississippi,68.0,170.0,1988-08-25,21.671232876712327,http://www.nfl.com/player/DexterMcCluster/497190/profile,Largo,FL,USA,Largo HS,,FL,USA,,4.53,37.5,20.0,4.06,118.0,,,18.0,2010
655,20100039,1527,17075,2010,WR,73.0,219,,Arrelious,Benn,Arrelious Benn,WR,61801.0,497270,Illinois,74.0,228.0,1988-09-08,21.63287671232877,http://www.nfl.com/player/ArreliousBenn/497270/profile,Washington,DC,USA,Dunbar HS,Washington,DC,USA,,4.57,37.0,20.0,,118.0,,,,2010
